credit_provider_name;trading_names;registration_status;effective_date
"KETSIA ASSET FINANCE (PTY) LTD";"";"lapsed";"2014/03/31"
"BLUE CROWN FINANCE CC";"";"registered";"2018/02/26"
"YANKE ANJO PAGE";"PAGE MICRO LOANS";"registered";"2018/03/07"
"MADHUMELANA FINANCIAL SERVICE CC";"";"registered";"2018/03/09"
"SAMUELS SERVICE CENTRE (PTY) LTD";"";"registered";"2018/03/06"
"BRUXO LOANS (PTY) LTD";"";"registered";"2018/03/06"
"CBT LOANS (PTY) LTD";"";"registered";"2018/03/08"
"LUPHAWU LPW (PTY) LTD";"";"registered";"2018/03/07"
"WARDA BELEGGINGS (PTY) LTD";"";"registered";"2018/03/03"
"REFELOE GENERAL TRADING (PTY) LTD";"";"registered";"2018/03/09"
"DINEMBO (PTY) LTD";"BLACK POT LENDING";"registered";"2018/03/12"
"EXCELSIOR APPAREL (PTY) LTD";"EXCELSIOR";"voluntarily_cancelled";"2009/09/03"
"GOLDEN ERA CARS (PTY ) LTD";"";"voluntarily_cancelled";"2015/01/27"
"AANBEUR CC";"123 LOANS";"voluntarily_cancelled";"2011/08/19"
"J. H. L. CASH LOANS CC";"LOUHEN BOOYSENS 2 & 3";"voluntarily_cancelled";"2010/06/25"
"AVIOCEAN (NATAL) CC";"";"voluntarily_cancelled";"2008/06/10"
"OTHUSITSE FINANCIAL SERVICES CC";"THUTHUKANI";"voluntarily_cancelled";"2008/12/04"
"WOMEN'S DEVELOPMENT BUSINESSES - SECTION 21";"";"voluntarily_cancelled";"2013/05/09"
"CQS TECHNOLOGY HOLDINGS (PTY) LTD";"";"voluntarily_cancelled";"2012/09/26"
"SULLIVANS AUTO SALES CC";"";"voluntarily_cancelled";"2012/02/29"
"AVIOCEAN (CAPE TOWN) CC";"";"voluntarily_cancelled";"2009/06/17"
"MONEY WISE FINANCIAL SERVICES ATLANTIS CC";"";"lapsed";"2018/03/03"
"RAMBURG BEEF (PTY) LTD";"";"lapsed";""
"POLOKWANE SAND CC";"";"lapsed";"2014/03/31"
"AMAFUTA TRADING CC";"";"lapsed";"2014/03/31"
"Z G FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"KILOKOR PROPERTIES CC";"";"lapsed";"2018/11/30"
"DRC FINANCIAL MANAGEMENT CC";"";"lapsed";"2018/03/03"
"PROCESSORS BUSINESS SERVICES CC";"";"lapsed";"2014/03/31"
"CECELIA TRADING 153 CC";"";"lapsed";"2019/07/02"
"BEC - NEL BELEGGINGS BK";"";"lapsed";""
"IKANENG LEAGO (PTY) LTD";"IKANE CASH LOANS";"registered";"2018/03/08"
"DEBT SOLVE CASH LOANS (PTY) LTD";"";"registered";"2018/03/08"
"KING CARTYS CASH LOAN (PTY) LTD";"";"registered";"2018/03/08"
"NICOLAAS JOHANNES ISAK VISSER AND YOLANDE SHIRLEY VISSER";"";"registered";"2017/12/14"
"TSANDZANANI FINANCIAL SERVICES (PTY) LTD";"";"registered";"2018/01/22"
"SHEROUSE (PTY) LTD";"";"registered";"2018/03/07"
"L JASON FINANCIAL SERVICES (PTY) LTD";"";"registered";"2018/03/08"
"PROCASH TRADING (PTY) LTD";"PROCASH";"registered";"2018/03/02"
"FUSION GUARANTEES (PTY) LTD";"";"registered";"2018/03/20"
"KHUMOVEST ADVISORY (PTY) LTD";"Khumovest";"registered";"2018/03/14"
"LOGICAL STAFF LOAN SOLUTIONS (PTY) LTD";"";"voluntarily_cancelled";"2011/12/20"
"DIGNISURE FINANCIAL SERVICE CC";"SUREFIN";"voluntarily_cancelled";"2016/07/28"
"DOTCOM TRADING 454 (PTY) LTD";"LENAKA AUTO";"voluntarily_cancelled";"2012/09/17"
"HOFFIES CASH LOANS CC";"";"voluntarily_cancelled";"2012/07/13"
"KWAZULU NATAL MASTER BUILDERS AND ALLIED INDUSTRIES ASSOCIATION";"";"voluntarily_cancelled";"2011/11/14"
"SMG INNOVATIONS GROUP (PTY) LTD";"SMG FINANCIAL SERVICES";"voluntarily_cancelled";"2010/09/06"
"LANGKLOOF BOEREKOOPERASIE BEPERK";"";"voluntarily_cancelled";""
"BETTERBRIDGE (PTY LTD";"";"voluntarily_cancelled";"2011/11/10"
"NBC HOMELOANS JV";"";"voluntarily_cancelled";"2010/01/22"
"AGRI POOL EXCHANGE (PTY) LTD";"AGRI XCHANGE";"voluntarily_cancelled";"2009/06/04"
"ENSEMBLE TRADING 240 (PTY) LTD";"";"lapsed";"2018/03/19"
"G AND L ASSETS CC";"";"lapsed";"2014/03/31"
"MOCKE PUBLIKASIES CC";"";"lapsed";"2018/03/19"
"CASH 911 TRUST";"";"lapsed";"2018/03/03"
"ANGLORAND SECURITIES LIMITED";"";"lapsed";""
"RADITSIE LOANS AND RETAILORS CC";"";"lapsed";"2014/10/30"
"JR CASH LOANS CC";"";"lapsed";"2014/03/31"
"JUBILANT TRADING CC";"";"lapsed";"2014/03/31"
"COMPAIR SA (PTY) LTD";"";"lapsed";"2014/03/31"
"WILLIZ RENTALS CC";"";"lapsed";"2018/05/01"
"COMMUNITY EASY LOANS (PTY) LTD";"";"registered";"2018/03/10"
"KHUTFIN (PTY) LTD";"FINANCE WORLD KUTLWANONG";"registered";"2018/03/14"
"VRYSTAAT BESIGHEIDSKONSULTANTE (PTY) LTD";"CAMELA VIRGINIA";"registered";"2018/03/14"
"CASH CRUSADERS MALL AT CARNIVAL (PTY) LTD";"";"registered";"2018/02/14"
"DIE HUMANSDORPSE KO?PERASIE BEPERK";"";"registered";"2007/08/01"
"NITRO SECURITISATION 6 (RF) LIMITED";"";"registered";"2018/03/15"
"MABOXA FAMILY CASH LOAN (PTY) LTD";"";"registered";"2018/03/14"
"CASH CRUSADERS NORTHCLIFF (PTY) LTD";"";"registered";"2018/03/14"
"PMD INVESTMENT SOLUTIONS (PTY) LTD";"";"registered";"2018/03/15"
"CONSIGNMENT AND SALES HOME (PTY) LTD";"";"registered";"2018/03/20"
"DUROFIN (PTY) LTD";"";"voluntarily_cancelled";"2011/07/16"
"TEMBA QUICK CASH LOANS CC";"TEMBA CASH LOANS";"voluntarily_cancelled";"2012/07/25"
"SOUTH AFRICAN MICRO-FINANCE APEX FUND";"SAMAF";"voluntarily_cancelled";"2012/04/01"
"ALLIANCE FINANCE CC";"";"voluntarily_cancelled";"2018/02/28"
"BELIMA CC";"MARTIN MOTORS";"voluntarily_cancelled";"2010/12/20"
"ADVIDATA TRADING 499 CC";"";"voluntarily_cancelled";"2010/02/15"
"M AND U FINANCIAL SERVICES CC";"";"voluntarily_cancelled";"2012/09/21"
"FUNDCO CC";"";"voluntarily_cancelled";"2014/02/17"
"PROTEA VERSOOLWERKE (ERMELO) (PTY) LTD";"";"voluntarily_cancelled";"2010/04/01"
"PIET RETIEF GRAIN AND MALT (PTY) LTD";"";"voluntarily_cancelled";"2010/04/01"
"MASEHE FINANCE CC";"";"lapsed";"2014/03/31"
"GIIA HOLDINGS (PTY) LTD";"";"lapsed";"2014/03/31"
"REAL CREDIT FINANCE CC";"";"lapsed";"2018/03/19"
"ATLANTA FINANCIAL SERVICES CC";"";"lapsed";"2019/07/02"
"CASHPRO FINANCIAL CONSULTANTS CC";"";"lapsed";"2018/03/19"
"NEW BUSINESS FINANCE (PTY) LTD";"";"lapsed";"2014/10/30"
"RUSTMAR CC";"";"lapsed";"2018/05/01"
"ALBERTUS JACOBUS NEL";"";"lapsed";""
"NORTH SHORE TRADING 134 CC";"";"lapsed";"2014/03/31"
"NORTH SHORE TRADING 135 CC";"";"lapsed";"2014/03/31"
"RCM SOLUTIONS (PTY) LTD";"RCM SOLUTIONS FINANCIAL HOLDINGS";"registered";"2018/03/14"
"MNTUNGWA TRADING (PTY) LTD";"";"registered";"2018/03/14"
"ECSPONENT BUSINESS CREDIT (PTY) LTD";"";"registered";"2018/03/22"
"K P H M TRADING CC";"";"registered";"2018/03/23"
"CASH CRUSADERS SEA POINT (PTY) LTD";"";"registered";"2018/03/20"
"LE MORGAN DIRECT MARKETING (PTY) LTD";"";"registered";"2007/03/26"
"LINDELANI FINANCE (PTY) LTD";"";"registered";"2018/02/11"
"SUIDERLAND PLASE (PTY) LTD";"";"registered";"2018/03/26"
"GT LOANS CC";"";"registered";"2018/03/27"
"VERNON SANDISON REZIN";"";"registered";"2018/03/26"
"MOTOR MARK CC";"";"voluntarily_cancelled";"2012/02/05"
"TWK AGRICULTURE LIMITED";"";"voluntarily_cancelled";"2015/01/12"
"UC RENTALS CC";"U C R";"voluntarily_cancelled";"2009/07/31"
"PETER PAWN CC";"";"voluntarily_cancelled";"2009/04/07"
"D. L. E. FINANSIELE DIENSTE CC";"BAFANA FINANCE";"voluntarily_cancelled";"2008/06/06"
"T A SCHUTTE IPI TOMBI BK";"";"voluntarily_cancelled";"2018/05/10"
"LIBCOR INDUSTRIAL FINANCE (PTY) LTD";"";"voluntarily_cancelled";"2015/10/06"
"INEXPENSIVE USED CARS CC";"JUDINE MOTORS";"voluntarily_cancelled";"2010/08/19"
"ROBERT CHARLES GRAHAM";"DYNAMIC FURNITURE";"voluntarily_cancelled";"2012/10/04"
"ROSESTAD MOTORS BK";"";"voluntarily_cancelled";"2016/03/15"
"NEXOR 820 CC";"";"lapsed";"2014/03/31"
"NORTH SHORE TRADING 133 CC";"";"lapsed";"2014/03/31"
"NRD FINANSIELE DIENSTE BK";"";"lapsed";"2014/03/31"
"PEN MUTUAL FINANCIAL SERVICES CC";"";"lapsed";"2018/11/23"
"GOEDE HOOP SITRUS (PTY) LTD";"";"lapsed";"2014/10/30"
"LETONA FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2019/07/02"
"MICROMATICA 323 (PTY) LTD";"";"lapsed";"2018/03/03"
"CREDITWORX (S & V) (PTY) LTD";"";"lapsed";""
"PACE FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"TUELO MOSARWA AND ASSOCIATES CC";"";"lapsed";"2014/03/31"
"WQ PRIME CASH LOANS AND TRADING (PTY) LTD";"";"registered";"2018/03/15"
"IKAZI LOAN SERVICES (PTY) LTD";"";"registered";"2018/01/12"
"MAREDI AND SONS COMPANY (PTY) LTD";"MAREDI FINANCIAL SERVICE";"registered";"2018/03/19"
"CASH CRUSADERS EMPANGENI (PTY) LTD";"";"registered";"2018/03/15"
"ORIGINAL ENTREPRENEURIAL MINDS (PTY) LTD";"";"registered";"2018/03/22"
"MINGOS LOGISTICS CC";"";"registered";"2018/03/14"
"RETSANG CASH LOANS CC";"";"registered";"2007/06/19"
"LIN CASH LOAN (PTY) LTD";"";"registered";"2018/02/21"
"K2017523670 (SOUTH AFRICA) (PTY) LTD";"";"registered";"2018/03/28"
"PHOKENG FINANCIAL SOLUTIONS (PTY) LTD";"";"registered";"2018/03/28"
"HOMEPLAN (PTY) LTD";"";"voluntarily_cancelled";"2010/09/22"
"INTERNATIONAL COLLEGES GROUP (PTY) LTD";"";"voluntarily_cancelled";"2019/01/25"
"METROPOLITAN LIFE LTD";"";"voluntarily_cancelled";"2014/12/10"
"LEOGER PITSTOP CC";"PITSTOP MOTORS";"voluntarily_cancelled";"2010/04/19"
"DIANNA ANGELBAUER";"DIANNA'S PAWN SHOP VBP";"voluntarily_cancelled";"2011/10/19"
"BRAIT SOUTH AFRICA LTD";"";"voluntarily_cancelled";"2014/12/19"
"BO KAROO FINANSIERINGSDIENS BK";"";"voluntarily_cancelled";"2016/10/25"
"SHANA CC";"U-FIN";"voluntarily_cancelled";"2011/02/08"
"MAGCAR MOTORS (PTY) LTD";"MAFIKENG AUTO, JOHN DU TOIT MOTORS";"voluntarily_cancelled";"2012/02/15"
"FINANCE SA FINCO (PTY) LTD";"";"voluntarily_cancelled";"2009/05/14"
"SELOTO LOANS (PTY) LTD";"";"lapsed";"2014/03/31"
"HYPER CASH LOANS CC";"";"lapsed";"2014/03/31"
"MASEKA CASH LOANS CC";"";"lapsed";"2018/03/21"
"WADORALI FINANCIAL SERVICES CC";"";"lapsed";"2018/05/01"
"KENNEDY & FORD CC";"";"lapsed";"2018/03/21"
"SOUTH AFRICAN MINT COMPANY (PTY) LTD";"";"lapsed";"2014/03/31"
"BERONI INVESTMENTS CC";"";"lapsed";"2014/03/31"
"ELZAK FINANCIAL SERVICES CC";"";"lapsed";"2018/11/23"
"FAST LOAN CC";"";"lapsed";""
"REFS FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"T M CONSORTIUM (PTY) LTD";"T M CONSORTIUM";"registered";"2018/03/28"
"LOURICK FINANCIAL SERVICES (PTY) LTD";"ROYAL FINANCE WELKOM";"registered";"2018/03/28"
"TRUE NORTH ONE (PTY) LTD";"CASH CONVERTERS ARBOUR CROSSING";"registered";"2018/03/07"
"BRINK ROUX WESSELSBRON INC";"";"registered";"2018/03/28"
"MRODGER 75 TRADING (PTY) LTD";"MRODGER FINANCE";"registered";"2018/03/06"
"CHEN LIANG TRADING (PTY) LTD";"SUN CASH LOANS";"registered";"2018/04/05"
"FAER GLEN PROPERTIES NO 5 CC";"";"registered";"2017/11/29"
"PRINCE DIGITAL (PTY) LTD";"DOUBLE D CASH LOAN";"registered";"2018/03/15"
"XINGYAN LIU";"MM CASH LOAN";"registered";"2018/03/28"
"MVUBASI FINANCIAL SOLUTIONS (PTY) LTD";"";"registered";"2018/04/05"
"JJJ HUISWARE CC";"HOME DRAIS";"voluntarily_cancelled";"2009/10/13"
"SUMMIT MICRO FINANCE (PTY) LTD";"SUMMIT MICRO FINANCE (PTY) LTD";"voluntarily_cancelled";"2010/04/12"
"EDBEL FIVE (PTY) LTD";"";"voluntarily_cancelled";"2009/03/05"
"JOHANNES CORNELIUS EKSTEEN";"CAPE FURNITURE AND FINANCE";"voluntarily_cancelled";"2011/02/14"
"AUTO ETERNITY CC";"";"voluntarily_cancelled";"2008/06/24"
"MONIA MOTORS (PTY) LTD";"VIRGINIA AUTO";"voluntarily_cancelled";"2008/08/26"
"BREAK EVEN 37 (PTY) LTD";"CASH CONVERTERS - GREYVILLE";"voluntarily_cancelled";"2008/10/31"
"HD FINANCE GROUP CC";"";"voluntarily_cancelled";"2010/07/29"
"M D T D M Z ZAMA CASH LOANS CC";"";"voluntarily_cancelled";"2011/07/14"
"MILOC CENTRE PRETORIA NOORD CC";"";"voluntarily_cancelled";"2014/03/31"
"THABA SELEMO FINANCIAL SERVICES BK";"";"lapsed";""
"RECORD TIME TRADING 113 CC";"";"lapsed";"2014/03/31"
"SUNCATCHER TRADING (PTY) LTD";"";"lapsed";""
"UBUNTU TRUST";"";"lapsed";"2016/03/31"
"AUTO STRADA (PTY) LTD";"";"lapsed";"2018/03/19"
"T L V FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"SPRINGS PANDWINKEL CC";"";"lapsed";"2014/10/30"
"NHLANZINI CASH LOANS CC";"";"lapsed";"2014/03/31"
"KARSTEF CC";"";"lapsed";"2019/02/28"
"HEIDELBERG GRAPHIC SYSTEMS SOUTHERN AFRICA (PTY) LTD";"";"lapsed";"2014/03/31"
"ONIA INVESTMENTS (PTY) LTD";"";"registered";"2018/04/09"
"BITLINE SA 304 CC";"SIYASIZA CASH LOANS";"registered";"2018/03/16"
"OBI GLOBAL MARKETING SERVICES CC";"";"registered";"2018/03/28"
"LA PRINTS - HOBBIES CC";"LELAPA CASH LOANS";"registered";"2018/04/08"
"DASH FOR BETTER DAYS CASH LOAN (PTY) LTD";"";"registered";"2018/04/05"
"VUMAMOOLA (PTY) LTD";"";"registered";"2018/04/01"
"BAMBATHA MOBILE LOANS (PTY) LTD";"";"registered";"2018/04/09"
"NKHUMA FINANCE SERVICES AND PROJECTS (PTY) LTD";"";"registered";"2018/03/05"
"BILDERBERG GROUP (PTY) LTD";"UBUNTU WELKOM";"registered";"2018/04/09"
"ULTIMATE FINANCES (PTY) LTD";"";"registered";"2018/04/09"
"CHRISTIAAN GERHARDUS VAN DER WESTHUIZEN";"";"lapsed";"2014/03/31"
"PAND MAR CC";"";"lapsed";"2018/03/19"
"UTHUSA FINANCIAL CONSULTANTS CC";"";"lapsed";"2014/03/31"
"IRAQ FINANCE CC";"";"lapsed";"2019/07/01"
"QUEZY INVESTMENTS CC";"";"lapsed";"2018/03/19"
"WILLY'S BUSINESS ENTERPRISE CC";"";"lapsed";"2014/03/31"
"MOITSOADI BERLINA LESO";"";"lapsed";"2014/03/31"
"NEWFINCO (PTY) LTD";"";"lapsed";"2014/03/31"
"TOFIL CC";"";"lapsed";"2014/10/30"
"FORUM SA TRADING 329 (PTY) LTD";"";"lapsed";"2019/09/04"
"GOLDEN ERA MOTORS CC";"";"voluntarily_cancelled";"2011/11/14"
"TUINROETE AGRI (PTY) LTD";"";"voluntarily_cancelled";"2018/12/01"
"REKOPANE ESTATES (PTY) LTD";"REKOPANE CASH LOANS";"voluntarily_cancelled";"2011/08/16"
"GENERATOR BRIDGING CAPITAL (PTY) LTD";"";"voluntarily_cancelled";"2010/03/19"
"GREENTREE LOANS CC";"";"voluntarily_cancelled";"2014/02/23"
"L AND S MOTORS (PTY) LTD";"FOUR WAY MOTORS";"voluntarily_cancelled";"2010/07/04"
"DEON DU PREEZ MOTORS BK";"PROTEA MOTORS";"voluntarily_cancelled";"2011/03/31"
"DFF MOTORS (PTY) LTD";"";"voluntarily_cancelled";"2012/07/25"
"SUMMER CLIFFS TRADING 48 BK";"CASH WISE CLANWILLIAM";"voluntarily_cancelled";"2014/03/31"
"MUDI CASH LOANS CC";"";"voluntarily_cancelled";"2015/01/26"
"HUMBLE RESTORE SOLUTIONS (PTY) LTD";"CASH CRUSADERS HEIDEDAL";"registered";"2018/04/09"
"EASY SOLUTION FUND INVESTMENT (PTY) LTD";"";"registered";"2018/04/09"
"THE VISION WAY (PTY) LTD";"THE VISION FINANCE";"registered";"2018/04/03"
"ARMAMENTS CORPORATION OF SOUTH AFRICA SOC LIMITED";"ARMSCOR";"registered";"2018/04/04"
"THOKOLATHEMBA GENERAL TRADING (PTY) LTD";"";"registered";"2018/04/11"
"ALLISON ELIZE LOUBSCHER";"ALLISON AND ALLISTARE FINANCE";"registered";"2018/04/10"
"FLASHY CASH LOANS CC";"";"registered";"2007/08/18"
"STOP AND GO PROPERTIES (PTY) LTD";"STOP AND GO FINANCE";"registered";"2018/04/11"
"OYI TECH (PTY) LTD";"OYI";"registered";"2018/04/13"
"LOEVENSTEIN BELEGGINGS (PTY) LTD";"";"registered";"2018/04/10"
"GREENFIN FINANCE CC";"";"lapsed";"2014/03/31"
"ARGENTO TRADING 18 CC";"";"lapsed";""
"HLANGANANI MASWATI CASH LOAN CC";"";"lapsed";"2014/03/31"
"NAUDE & LEONA FINANSIELE DIENSTE BK";"";"lapsed";"2014/10/30"
"LIQUIDHOME (PTY) LTD";"";"lapsed";"2014/03/31"
"STARCROW 64 CC";"";"lapsed";"2018/03/19"
"GEYSER FINANCE CC";"";"lapsed";"2014/03/31"
"RITLHAVILE FINANCIAL ASSISTANCE CC";"";"lapsed";"2018/03/19"
"MATHUSA BATHO FINANCIAL SERVICES CC";"";"lapsed";""
"THEBEETSILE DEVELOPERS CC";"";"lapsed";"2014/03/31"
"LUKAS MARTHINUS GRESSE";"COSMOS PAWNSHOP";"voluntarily_cancelled";"2015/01/07"
"GUMBA FINANCE CC";"";"voluntarily_cancelled";"2008/04/30"
"CLIENTELE LIFE ASSURANCE COMPANY LIMITED";"";"voluntarily_cancelled";"2011/04/04"
"EASTERN BLUE INVESTMENTS 186 BK";"FAST CASH FINANCIAL SERVICES";"voluntarily_cancelled";"2018/03/15"
"NATIONAL STUD STOCK AUCTIONEERS (PTY) LTD";"VLEISSENTRAAL ERMELO";"voluntarily_cancelled";"2008/04/04"
"HENTIQ 2004 (PTY) LTD";"VLEISSENTRAAL BLOEMFONTEIN";"voluntarily_cancelled";"2008/04/04"
"MASIGO CASH LOANS CC";"";"voluntarily_cancelled";""
"GERPARK MOTORS (EDMS) BPK";"";"voluntarily_cancelled";"2009/12/04"
"D EN AG FOURIE (PTY) LTD";"CASH FOR CASH, LETHABO FINANCIAL SERVICES, CITY FINANCIAL SERVICES, TLAYANG FINANCIAL SERVICES";"voluntarily_cancelled";"2019/05/30"
"GW BEKKER TRADERS CC";"LICHTENBURG MOTORS";"voluntarily_cancelled";"2010/08/03"
"MALURERO (PTY) LTD";"";"registered";"2018/04/11"
"JIANSHENG 888 (PTY) LTD";"Jiansheng 888 (Pty) Ltd";"registered";"2018/04/11"
"JANI LOTTER";"JD CASH LOANS";"registered";"2018/04/11"
"HADHI BUSINESS FINANCE (PTY) LTD";"";"registered";"2018/04/09"
"MZIKAYISE CASH LOANS CC";"";"registered";"2018/04/09"
"LEMBETSI BUSINESS ENTERPRISE CC";"BM PROSPERTIES";"registered";"2018/04/17"
"NOSTER FINANCE (PTY) LTD";"";"registered";"2018/04/16"
"SOLOMON ATLHOLANG FOSE";"";"registered";"2018/04/18"
"CASH CRUSADERS WATERGATE (PTY) LTD";"";"registered";"2018/04/17"
"MARANA TA INVESTMENTS (PTY) LTD";"";"registered";"2018/04/11"
"AUTOFIN BELEGGINGS (PTY) LTD";"";"lapsed";"2014/03/31"
"CANTINO INVESTMENTS 500 CC";"";"lapsed";""
"NALEDI FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"TSOGA MICRO FINANCE SERVICES (PTY) LTD";"";"lapsed";"2014/03/31"
"INFINEX FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2019/02/28"
"AKHILA AND ASSOCIATES CC";"";"lapsed";"2014/03/31"
"CASH BONDS CC";"";"lapsed";"2014/03/31"
"BLOEMHOF CREDIT LOANS CC";"";"lapsed";"2014/03/31"
"SCHWEIZER CASH LOANS CC";"";"lapsed";"2018/03/19"
"EXECUPAWN CC";"";"lapsed";"2018/05/01"
"KRUGEL HEINSEN INC";"";"voluntarily_cancelled";"2011/03/14"
"MILNEX 25 CC";"FIVE STAR CASH LOAN";"voluntarily_cancelled";"2009/04/27"
"CHEG TRADING 15 (PTY) LTD";"KOPANANG FINANCIAL SERVICES";"voluntarily_cancelled";"2013/02/25"
"CMS CAPITAL (PTY) LTD";"";"voluntarily_cancelled";"2010/04/12"
"FINANCE SA (PTY) LTD";"";"voluntarily_cancelled";"2009/04/06"
"AE WYNGAARD CC";"CASH CONVERTERS OBSERVATORY";"voluntarily_cancelled";"2013/04/15"
"AMALGUM INVESTMENTS 123 (PTY) LTD";"";"voluntarily_cancelled";"2009/04/15"
"ELE VIOO DEALERS CC";"";"voluntarily_cancelled";"2009/06/09"
"STRUCTURED BOND SOLUTIONS (PTY) LTD";"";"voluntarily_cancelled";"2011/08/12"
"JODINI BELEGGINGS BK";"";"voluntarily_cancelled";"2010/02/01"
"MAMBANE HOLDINGS (PTY) LTD";"";"registered";"2018/04/18"
"D AND K TENDER AND PROJECTS FINANCE (PTY) LTD";"";"registered";"2018/04/18"
"JMT FINANCIAL SERVICES (PTY) LTD";"";"registered";"2018/04/18"
"MAKWANDEUKU THULA TRADING (PTY) LTD";"MAKWANDEUKUTHULA CASH LOANS";"registered";"2018/04/16"
"J F MOBILE LOANS (PTY) LTD";"";"registered";"2018/04/17"
"FINANCE 2GO (PTY) LTD";"";"registered";"2018/04/17"
"HIS GLORY FINANCIAL SERVICES (PTY) LTD";"";"registered";"2018/04/16"
"YING CHEN";"";"registered";"2018/04/17"
"NKADIMENG TJHELETE (PTY) LTD";"";"registered";"2018/04/16"
"KAPELA LOANS (PTY) LTD";"";"registered";"2018/04/12"
"FIRST AUTO (PTY) LTD";"";"lapsed";"2014/03/31"
"DENNIS KEVIN MORE";"";"lapsed";"2014/03/31"
"A & M CASH LOANS CC";"";"lapsed";"2014/10/30"
"GM SYMINGTON INVESTMENTS CC";"";"lapsed";"2019/01/22"
"JOHANNA FRANCINA ETSEBETH INVORDERINGS CC";"";"lapsed";"2018/03/03"
"LOANS ACCEPTABLE CC";"";"lapsed";"2014/03/31"
"SUMMERLANE TRADING 340 CC";"";"lapsed";"2018/11/30"
"KEYPUNCH PROPERTIES 67 CC";"";"lapsed";"2018/11/01"
"WBHO CONSTRUCTION (PTY) LTD";"";"lapsed";"2018/03/19"
"FOUFIN FINANSIELE DIENSTE CC";"";"lapsed";"2014/03/31"
"YINMAI TRADING ENTERPRISE CC";"AGILECOM";"voluntarily_cancelled";"2012/07/31"
"BARBADOS FINANCE CC";"ATLAS FINANCE";"voluntarily_cancelled";"2010/02/10"
"SCD CASH LOAN CC";"";"voluntarily_cancelled";"2012/04/25"
"THE KUYASA FUND (Association Incorporated under Section 21)";"";"voluntarily_cancelled";"2017/03/24"
"J & B FINANCE CC";"";"voluntarily_cancelled";"2012/02/23"
"HSW MANAGEMENT SERVICES CC";"";"voluntarily_cancelled";"2017/02/15"
"KARROO FURNISHERS AND TRANSPORT CC";"";"voluntarily_cancelled";"2009/05/19"
"JOHANNES AUGUSTUS ANDRIES VAN DEN HEEVER";"VAN DEN HEEVER PROKEREURS";"voluntarily_cancelled";"2011/02/28"
"VILTRAC CC";"VILJOENSKROON NORTHMED";"voluntarily_cancelled";"2012/04/23"
"GREEN LEAF INVESTMENT FUND (PTY) LTD";"GREEN LEAF";"voluntarily_cancelled";"2012/10/15"
"TSANDEKA CASH LOAN (PTY) LTD";"";"registered";"2018/04/18"
"SOLVENT LOANS (PTY) LTD";"";"registered";"2018/04/18"
"NAIDOO CASH LOANS (PTY) LTD";"";"registered";"2018/04/18"
"RHEINFORCE CC";"THOBELA FINANCE";"registered";"2007/05/07"
"CASH CRUSADERS MALL AT 55 (PTY) LTD";"";"registered";"2018/04/13"
"THE FINANCE SHOP (PTY) LTD";"";"registered";"2018/04/23"
"BANGGO FINANCING (PTY) LTD";"";"registered";"2018/04/13"
"SHELJOH (PTY) LTD";"";"registered";"2018/04/06"
"MJIMARO FINANCIAL SOLUTIONS (PTY) LTD";"";"registered";"2018/04/23"
"COBALT PURPLE SKY (PTY) LTD";"";"registered";"2018/04/19"
"UYAYITOBOZA MICRO LOANS CC";"";"lapsed";""
"RENDUS FINANCE CC";"";"lapsed";"2014/03/31"
"EMPLOYEE BENEFIT TRUST";"";"lapsed";"2014/03/31"
"FIRST CHOICE BEVERAGES AND PRODUCTS CC";"";"lapsed";"2018/03/19"
"EDU-CALL CC";"";"lapsed";""
"KING SIDE TRADING CC";"";"lapsed";"2018/03/19"
"UGU BUSINESS COLLEGE CC";"";"lapsed";"2018/11/30"
"R W GIBBS (PTY) LTD";"";"lapsed";"2018/03/03"
"SUNSET BEACH TRADING 261 CC";"";"lapsed";"2018/03/03"
"ROWEL CASH CC";"";"lapsed";"2014/03/31"
"GEODIS WILSON SOUTH AFRICA (PTY) LTD";"";"voluntarily_cancelled";"2013/03/01"
"EMPLOY- RITE (PTY) LTD";"";"voluntarily_cancelled";"2011/02/23"
"OVIPRO (PTY) LTD";"";"voluntarily_cancelled";"2010/01/26"
"L.S. BEMARKING (PTY) LTD";"WELKOM AUTO, KID BETHLEHEM";"voluntarily_cancelled";"2008/08/26"
"CAPRICORN SOCIETY LIMITED";"";"voluntarily_cancelled";"2010/09/14"
"THE THEKWINI FUND 8 (RF) LIMITED";"";"voluntarily_cancelled";"2016/10/28"
"PROGRESS BELLVILLE TRUST";"";"voluntarily_cancelled";"2011/01/31"
"PROGRESS WELLINGTON TRUST";"";"voluntarily_cancelled";"2012/03/22"
"PROGRESS KRAAIFONTEIN TRUST";"";"voluntarily_cancelled";"2009/07/14"
"PROGRESS MOORREESBURG TRUST";"";"voluntarily_cancelled";"2009/07/14"
"KHULA GWAYISA INVESTMENTS (KGI) (PTY) LTD";"KHULA LOANS";"registered";"2018/04/23"
"SPANYEKA GENERAL TRADING (PTY) LTD";"";"registered";"2018/04/23"
"THE CURVE INVESTMENT (PTY) LTD";"";"registered";"2018/04/23"
